Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      2.30     0.00      132     0.00     0.00  std::_Node_handle_common<std::pair<scene::physics::Position const, scene::physics::Physics_Object>, std::allocator<std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > > >::_Node_handle_common(std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >*, std::allocator<std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > > const&)
  0.00      2.30     0.00      132     0.00     0.00  std::_Node_handle_common<std::pair<scene::physics::Position const, scene::physics::Physics_Object>, std::allocator<std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > > >::~_Node_handle_common()
  0.00      2.30     0.00      132     0.00     0.00  std::_Rb_tree_const_iterator<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >::_Rb_tree_const_iterator(std::_Rb_tree_iterator<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > const&)
  0.00      2.30     0.00      132     0.00     0.00  std::_Rb_tree<scene::physics::Position, std::pair<scene::physics::Position const, scene::physics::Physics_Object>, std::_Select1st<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >, std::less<scene::physics::Position>, std::allocator<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > >::_M_reinsert_node_equal(std::_Node_handle<scene::physics::Position, std::pair<scene::physics::Position const, scene::physics::Physics_Object>, std::allocator<std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > > >&&)
  0.00      2.30     0.00      132     0.00     0.08  std::_Rb_tree<scene::physics::Position, std::pair<scene::physics::Position const, scene::physics::Physics_Object>, std::_Select1st<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >, std::less<scene::physics::Position>, std::allocator<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > >::extract(std::_Rb_tree_const_iterator<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >)
  0.00      2.30     0.00      132     0.00     0.00  std::multimap<scene::physics::Position, scene::physics::Physics_Object, std::less<scene::physics::Position>, std::allocator<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > >::insert(std::_Node_handle<scene::physics::Position, std::pair<scene::physics::Position const, scene::physics::Physics_Object>, std::allocator<std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > > >&&)
  0.00      2.30     0.00      132     0.00     0.08  std::multimap<scene::physics::Position, scene::physics::Physics_Object, std::less<scene::physics::Position>, std::allocator<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > >::extract(std::_Rb_tree_const_iterator<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >)
  0.00      2.30     0.00      132     0.00     0.00  scene::physics::Physics_Object* std::__addressof<scene::physics::Physics_Object>(scene::physics::Physics_Object&)
  0.00      2.30     0.00      132     0.00     0.00  scene::physics::Position* std::__addressof<scene::physics::Position>(scene::physics::Position&)
  0.00      2.30     0.00      132     0.00     0.00  scene::physics::Physics_Object* std::addressof<scene::physics::Physics_Object>(scene::physics::Physics_Object&)
  0.00      2.30     0.00      116     0.00     0.00  std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::size() const
  0.00      2.30     0.00       65     0.00     0.00  std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_M_get_Tp_allocator()
  0.00      2.30     0.00       58     0.00     0.00  std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_M_get_Tp_allocator() const
  0.00      2.30     0.00       58     0.00     0.00  std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::max_size() const
  0.00      2.30     0.00       58     0.00     0.00  std::allocator_traits<std::allocator<scene::physics::Nudge_Command> >::max_size(std::allocator<scene::physics::Nudge_Command> const&)
  0.00      2.30     0.00       58     0.00     0.00  std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_S_max_size(std::allocator<scene::physics::Nudge_Command> const&)
  0.00      2.30     0.00       58     0.00     0.00  std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_S_relocate(scene::physics::Nudge_Command*, scene::physics::Nudge_Command*, scene::physics::Nudge_Command*, std::allocator<scene::physics::Nudge_Command>&)
  0.00      2.30     0.00       58     0.00     0.00  std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_S_do_relocate(scene::physics::Nudge_Command*, scene::physics::Nudge_Command*, scene::physics::Nudge_Command*, std::allocator<scene::physics::Nudge_Command>&, std::integral_constant<bool, true>)
  0.00      2.30     0.00       58     0.00     0.00  scene::physics::Nudge_Command* std::__relocate_a<scene::physics::Nudge_Command*, scene::physics::Nudge_Command*, std::allocator<scene::physics::Nudge_Command> >(scene::physics::Nudge_Command*, scene::physics::Nudge_Command*, scene::physics::Nudge_Command*, std::allocator<scene::physics::Nudge_Command>&)
  0.00      2.30     0.00       58     0.00     0.00  std::enable_if<std::__is_bitwise_relocatable<scene::physics::Nudge_Command, void>::value, scene::physics::Nudge_Command*>::type std::__relocate_a_1<scene::physics::Nudge_Command, scene::physics::Nudge_Command>(scene::physics::Nudge_Command*, scene::physics::Nudge_Command*, scene::physics::Nudge_Command*, std::allocator<scene::physics::Nudge_Command>&)
  0.00      2.30     0.00       58     0.00     0.00  unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      2.30     0.00       31     0.00     0.00  std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_M_deallocate(scene::physics::Nudge_Command*, unsigned long)
  0.00      2.30     0.00       31     0.00     0.00  std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::begin()
  0.00      2.30     0.00       29     0.00     0.00  __gnu_cxx::new_allocator<scene::physics::Nudge_Command>::deallocate(scene::physics::Nudge_Command*, unsigned long)
  0.00      2.30     0.00       29     0.00     0.00  __gnu_cxx::new_allocator<scene::physics::Nudge_Command>::allocate(unsigned long, void const*)
  0.00      2.30     0.00       29     0.00     0.00  __gnu_cxx::__normal_iterator<scene::physics::Nudge_Command*, std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> > >::difference_type __gnu_cxx::operator-<scene::physics::Nudge_Command*, std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> > >(__gnu_cxx::__normal_iterator<scene::physics::Nudge_Command*, std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> > > const&, __gnu_cxx::__normal_iterator<scene::physics::Nudge_Command*, std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> > > const&)
  0.00      2.30     0.00       29     0.00     0.00  __gnu_cxx::new_allocator<scene::physics::Nudge_Command>::_M_max_size() const
  0.00      2.30     0.00       29     0.00     0.00  std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_M_check_len(unsigned long, char const*) const
  0.00      2.30     0.00       29     0.00     0.00  std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_M_allocate(unsigned long)
  0.00      2.30     0.00       29     0.00     0.00  std::allocator_traits<std::allocator<scene::physics::Nudge_Command> >::deallocate(std::allocator<scene::physics::Nudge_Command>&, scene::physics::Nudge_Command*, unsigned long)
  0.00      2.30     0.00       29     0.00     0.00  std::allocator_traits<std::allocator<scene::physics::Nudge_Command> >::allocate(std::allocator<scene::physics::Nudge_Command>&, unsigned long)
  0.00      2.30     0.00       29     0.00     0.00  void std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_M_realloc_insert<scene::physics::Nudge_Command>(__gnu_cxx::__normal_iterator<scene::physics::Nudge_Command*, std::vector<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> > >, scene::physics::Nudge_Command&&)
  0.00      2.30     0.00       29     0.00     0.00  unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      2.30     0.00       22     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const
  0.00      2.30     0.00       20     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_is_local() const
  0.00      2.30     0.00       20     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() const
  0.00      2.30     0.00       20     0.00     0.00  std::pointer_traits<char const*>::pointer_to(char const&)
  0.00      2.30     0.00       20     0.00     0.00  char const* std::__addressof<char const>(char const&)
  0.00      2.30     0.00       20     0.00     0.00  char const* std::addressof<char const>(char const&)
  0.00      2.30     0.00        6     0.00     0.00  std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_Vector_impl_data::_M_copy_data(std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_Vector_impl_data const&)
  0.00      2.30     0.00        4     0.00     0.00  delta_timer::get_delta()
  0.00      2.30     0.00        4     0.00     0.00  std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_Vector_impl_data::_Vector_impl_data()
  0.00      2.30     0.00        3     0.00     0.00  void std::_Destroy_aux<true>::__destroy<scene::physics::Nudge_Command*>(scene::physics::Nudge_Command*, scene::physics::Nudge_Command*)
  0.00      2.30     0.00        3     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose()
  0.00      2.30     0.00        3     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::~_Alloc_hider()
  0.00      2.30     0.00        3     0.00     0.00  void std::_Destroy<scene::physics::Nudge_Command*>(scene::physics::Nudge_Command*, scene::physics::Nudge_Command*)
  0.00      2.30     0.00        3     0.00     0.00  void std::_Destroy<scene::physics::Nudge_Command*, scene::physics::Nudge_Command>(scene::physics::Nudge_Command*, scene::physics::Nudge_Command*, std::allocator<scene::physics::Nudge_Command>&)
  0.00      2.30     0.00        2     0.00     0.00  scene::physics::Physics_Commands::swap_cache()
  0.00      2.30     0.00        2     0.00    30.19  scene::physics::Physics_Object_List::update(double)
  0.00      2.30     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<scene::physics::Nudge_Command>::new_allocator()
  0.00      2.30     0.00        2     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<scene::physics::Nudge_Command>, scene::physics::Nudge_Command>::_S_on_swap(std::allocator<scene::physics::Nudge_Command>&, std::allocator<scene::physics::Nudge_Command>&)
  0.00      2.30     0.00        2     0.00     0.00  std::allocator<scene::physics::Nudge_Command>::allocator()
  0.00      2.30     0.00        2     0.00     0.00  std::allocator<scene::physics::Nudge_Command>::~allocator()
  0.00      2.30     0.00        2     0.00     0.00  std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_Vector_impl::_Vector_impl()
  0.00      2.30     0.00        2     0.00     0.00  std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_Vector_impl::~_Vector_impl()
  0.00      2.30     0.00        2     0.00     0.00  std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_Vector_impl_data&)
  0.00      2.30     0.00        2     0.00     0.00  std::_Vector_base<scene::physics::Nudge_Command, std::allocator<scene::physics::Nudge_Command> >::_Vector_base()
